Estabelecimento de tratamento;cnes
4032594 HOSPITAL MUNICIPAL CARLITO CARLOS DA CUNHA;4032594
4033418 HOSPITAL MUNICIPAL PADRE ANTONIO MANOEL DA;4033418
4034236 HOSPITAL UNIVERSITARIO CIENCIAS MEDICAS;4034236
4041690 SANTA CASA DE MISER DE LIMA DUARTE;4041690
4042085 CASA DE CARIDADE DE MURIAE HOSPITAL SAO PA;4042085
4042107 HOSPITAL PRONTOCOR DE MURIAE;4042107
4044282 CASA DE SAUDE SANTA ROSA;4044282
4044916 HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MO;4044916
4049020 SANTA CASA DE OURINHOS;4049020
4051165 ASSOCIACAO HOSPITALAR BENEFICENTE MOACIR M;4051165
4051181 HOSPITAL SAO LUCAS;4051181
4051203 HOSPITAL SANTA RITA;4051203
4053214 FUNDACAO HOSPITALAR DE SAUDE MUNICIPAL DE;4053214
4054695 HOSPITAL MUNICIPAL PREFEITO QUINTO ABRAO D;4054695
4055683 SANTA CASA DE RIBEIRAO CLARO;4055683
4055748 HOSPITAL SAO RAFAEL;4055748
4056264 HOSPITAL SAO JOSE DAS PALMEIRAS;4056264
4056752 HOESP;4056752
4057058 HOSPITAL SAO VICENTE DE PAULO;4057058
4068823 HOSPITAL E MATERNIDADE DE RIO BRILHANTE;4068823
4069099 HOSPITAL MUNICIPAL SANTO ANTONIO ARIPUANA;4069099
4069803 HOSPITAL MUNICIPAL DE JUINA DR HIDEO SAKUN;4069803
4070070 HOSPITAL MUNICIPAL DE QUERENCIA;4070070
5018110 HOSPITAL MUNICIPAL DR JOSE EVANGELISTA DE;5018110
5025729 HOSPITAL DR JOSE BASTOS;5025729
5060761 HOSPITAL MUNICIPAL DR JOSE GUSTAVO ALVES;5060761
5061989 HOSPITAL MUNICIPAL PADRE GERMANO LAUCK;5061989
5077680 HOSPITAL MUNICIPAL JOSE FACUNDO FILHO;5077680
5095808 HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS;5095808
5129753 HOSPITAL REGIONAL JOSE FRANCO SOBRINHO;5129753
5166292 HOSPITAL MUNICIPAL LUIS EDUARDO MAGALHAES;5166292
5169976 HOSPITAL E PRONTO SOCORRO DR ARISTOTELES P;5169976
5195756 CIS NORDESTE SC;5195756
5200105 HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MAN;5200105
5223962 INSTITUTO DE CARDIOLOGIA HOSPITAL VIAMAO;5223962
5230241 ACONSEL;5230241
5232511 HOSPITAL PRO VIDA;5232511
5279003 HOSPITAL SAO VICENTE DE PAULO;5279003
5288541 FUNDACAO ATITUDE;5288541
5307562 HOSPITAL MUNICIPAL DOM HELIO CAMPOS;5307562
5307864 HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE;5307864
5309859 CLINICA DE OLHOS HARLEY STREET;5309859
5310350 HOSPITAL DA POLICIA MILITAR DO PARANA NN;5310350
5314267 HOSPITAL ESTADUAL DOUTOR RUY PEREIRA DOS S;5314267
5336171 HOSPITAL REGIONAL DO JURUA;5336171
5356067 HOSPITAL MEMORIAL JABOATAO;5356067
5366828 SANTA CASA DE ATIBAIA;5366828
5371902 CLINICA DE OLHOS GRANZOTTO;5371902
5373190 CEONC;5373190
5384117 HOSPITAL SANTO ANTONIO TENENTE PORTELA;5384117
5395674 HOSPITAL ANNES DIAS;5395674
5398398 CEOP;5398398
5404215 CLINICA DE SAUDE DA MULHER;5404215
5412447 HOSPITAL PUBLICO MUNICIPAL DE MACAE HPM;5412447
5419662 HOSPITAL ESTADUAL DE APARECIDA DE GOIANIA;5419662
5420938 HOSP MUN CARMEN PRUDENTE;5420938
5431212 MCR SERVICOS DE SAUDE S S LTDA CARDIOVISAO;5431212
5446546 HOSPITAL DA MULHER;5446546
5478898 SES RJ HOSPITAL ESTADUAL VEREADOR MELCHIAD;5478898
5498465 HOSPITAL REGIONAL PUBLICO DO ARAGUAIA;5498465
5529212 CENTRO DE ESPECIALIDADES E DIAGNOSTICO JOA;5529212
5572924 HOSPITAL MUNICIPAL DE AURORA DO PARA;5572924
5585422 HOSPITAL REGIONAL DO BAIXO AMAZONAS DO PA;5585422
5586348 HOSPITAL UNIVERST DA UFSCAR PROF DR HORACI;5586348
5597501 HOSPITAL REGIONAL PUBLICO DA TRANSAMAZONIC;5597501
5598419 IOP INSTITUTO OFTALMOLOGICO PAULISTA;5598419
5599504 HOSPITAL REGIONAL DO SUDESTE DO PARA DR GE;5599504
5603145 HOSPITAL DO CENTRO;5603145
5610044 HOSPITAL DA VIDA;5610044
5616298 HOSPITAL REGIONAL DR CLODOLFO RODRIGUES DE;5616298
5618347 HOSPITAL REGIONAL DE EXTREMA;5618347
5621674 INSTITUTO DE SAUDE DE AMPERE ISA;5621674
5631734 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA;5631734
5649862 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA C;5649862
5654319 HOSPITAL UNIVERSITARIO NOVA ESPERANCA HUNE;5654319
5699290 CAISM CENTRO DE ASSISTENCIA INTEGRADO DE S;5699290
5709547 CASM CENTRO DE ATENCAO A SAUDE DA MULHER;5709547
5714397 MATERNIDADE NOSSA SENHORA DE LOURDES;5714397
5717256 SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP;5717256
5717515 HRSM;5717515
5718368 HOSP MUN M BOI MIRIM;5718368
5729297 CAMS;5729297
5731186 MATERNIDADE MUNICIPAL DE CARIACICA;5731186
5749018 INSTITUTO SANTE HOSPITAL SAGRADA FAMILIA I;5749018
5778204 CENTRO OFTALMOLOGICO FRANCA SP;5778204
5828856 UNIDADE DE URGENCIA DE TERESINA PROF ZENON;5828856
5841968 CTA CENTRO DE TRIAGEM E ACOMPANHAMENTO;5841968
5842026 OFTALMOCLINICA;5842026
5844843 FUNDACAO HOSPITALAR MUNICIPAL JOAO HENRIQU;5844843
5851084 QUARTEIRAO DA SAUDE;5851084
5860490 HOSPITAL UNIVERSITARIO DE MARILIA;5860490
5869412 CENTRO DE TRATAMENTO FABIANA MACEDO DE MOR;5869412
5882451 HOSPITAL MUNICIPAL DO JARDIM INGA;5882451
5887623 HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS E;5887623
5890136 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA V;5890136
5903394 HOSPITAL MUNICIPAL DA MULHER;5903394
5914469 CENTRO ESTADUAL DE ATENCAO ESPEC DR SILVIO;5914469
5922216 HOSPITAL CASA DE SAUDE;5922216
5944619 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA C;5944619
5945984 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA C;5945984
5995280 HOSPITAL MUNICIPAL DE ARAUCARIA;5995280
6005209 MACC;6005209
6006914 HOSPITAL MUNICIPAL ANTONIO BATISTA DA SILV;6006914
6007317 HOSPITAL MUNICIPAL MOACYR RODRIGUES DO CAR;6007317
6014194 HOSPITAL SCHLATTER;6014194
6019501 NUCLEO DA SAUDE DA MULHER E DO IDOSO;6019501
6020917 HOSPITAL DA MULHER MARIA JOSE DOS SANTOS S;6020917
6042414 HU UNIVASF;6042414
6048692 HOSPITAL INFANTIL DR JESER AMARANTE FARIA;6048692
6053858 COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI;6053858
6069134 HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA;6069134
6085423 HOSPITAL REGIONAL JORGE DE ABREU;6085423
6095666 HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO;6095666
6123740 INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;6123740
6134351 OFTALMO;6134351
6135749 HOSPITAL DIA MOOCA;6135749
6136028 HOSPITAL DIA ITAIM PAULISTA;6136028
6146376 HOSPITAL MUNICIPAL JOSE RABELLO DE MELLO;6146376
6164366 HOSPITAL ESTADUAL AMERICO BRASILIENSE;6164366
6200702 HOSPITAL MUNICIPAL DR RODOLPHO PERISSE;6200702
6201059 HOSPITAL CASSEMS UNIDADE DOURADOS;6201059
6212581 AME AMBULATORIO MED DE ESPECIALIDADES STA;6212581
6228585 CENTRO MEDICO HOSPITALAR DONA LATIFA;6228585
6233848 AME AMBULATORIO MEDICO DE ESPECIALIDADES D;6233848
6236596 HOSPITAL ESTADUAL JOAO PAULO II SAO JOSE D;6236596
6250564 HOSPITAL MODELO DE ANANINDEUA;6250564
6258484 AME AMBULATORIO MEDICO DE ESPECIALIDADES D;6258484
6273874 HOSPITAL DOM BOSCO RIO DOS CEDROS SC;6273874
6277578 HOSPITAL MUNICIPAL DE PARAUNA;6277578
6284582 AME PIRACICABA DR OSWALDO CAMBIAGHI;6284582
6289304 AME AMBULATORIO MEDICO DE ESPECIALIDADES B;6289304
6292224 INSTITUTO DE OLHOS DE FLORIANOPOLIS II;6292224
6295320 AESC HOSPITAL SANTA ANA;6295320
6303153 HOSPITAL NOSSA SENHORA DA GUIA;6303153
6323405 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA D;6323405
6359620 AME AMBULATORIO MEDICO DE ESPECIALIDADES B;6359620
6366317 G T HOSPITAL MARIPA;6366317
6388671 HOSPITAL DO IDOSO ZILDA ARNS;6388671
6389104 HOSPITAL DE SANTO ANTONIO DA PATRULHA;6389104
6391869 HOSPITAL DIA SAO MATEUS DR HENRIQUE CARLOS;6391869
6402305 MATERNIDADE MUNICIPAL ARISTINA CANDIDA;6402305
6404316 CENTRO HOSPITALAR DE REABILITACAO DO PARAN;6404316
6414702 HOSPITAL REGIONAL DE SANTO ANTONIO DE JESU;6414702
6423086 AME AMBULATORIO MEDICO DE ESPECIALIDADES J;6423086
6424236 HRSJ HOSPITAL REGIONAL DE SAO JERONIMO;6424236
6424341 HOSPITAL REGIONAL DO SUDOESTE WALTER ALBER;6424341
6426190 HOSPITAL REGIONAL DR ALVARO FONTOURA SILVA;6426190
6426204 HOSPITAL INFANTIL DOUTOR WALDEMAR MONASTIE;6426204
6431569 HOSPITAL MIGUEL ARRAES;6431569
6444954 HOSPITAL NOVA ALIANCA;6444954
6445519 USF AVENIDA GOIAS JAMES PHILLIPE MINELLI P;6445519
6446132 HOSPITAL E MATERNIDADE SAO LUCAS;6446132
6447074 ISEV UNIDADE TAQUARI;6447074
6463045 HOSPITAL SANTA HELENA;6463045
6469205 HOSPITAL INFANTIL DE PALMAS;6469205
6479200 AME DR LUIZ ROBERTO BARRADAS BARATA SAO PA;6479200
6483089 HOSPITAL DE URGENCIA E EMERGENCIA DE PRESI;6483089
6497489 ONCORADIUM;6497489
6499929 CENTRO REGIONAL DE ESPECIALIDADE DR JOAO K;6499929
6500552 ASSOCIACAO GUIOMAR JESUS;6500552
6518893 SES RJ HOSPITAL DA MULHER HELONEIDA STUDAR;6518893
6523536 AME AMBULATORIO MEDICO DE ESPECIALIDADES D;6523536
6542638 HOSPITAL UNIVERSITARIO REGIONAL DOS CAMPOS;6542638
6546463 AME AMBULATORIO MED DE ESPEC VILOBALDO C T;6546463
6553567 HOSPITAL DAS CLINICAS DO MUNICIPIO DE TUNT;6553567
6559131 HOSPITAL ESTADUAL;6559131
6559379 HOSPITAL DOM HELDER CAMARA;6559379
6568343 HOSPITAL UNIV MONSENHOR JOAO BATISTA DE CA;6568343
6569234 MATERNIDADE ELMAZA SADECK;6569234
6583326 CENTRO DE TRATAMENTO DE CANCER DE DOURADOS;6583326
6586767 SES RJ HOSPITAL DE TRAUMATOLOGIA E ORTOPED;6586767
6592961 POLICLINICA LAGO DOS RODRIGUES;6592961
6595197 HOSPITAL DO SUBURBIO;6595197
6599877 HOSPITAL REGIONAL DE CACOAL HRC;6599877
6601804 HOSPITAL E MATERNIDADE MUNICIPAL DR ODELMO;6601804
6602533 HOSPITAL ESTADUAL DA CRIANCA;6602533
6604862 AME ITAPEVA EDISON OLIVEIRA MARTHO;6604862
6610706 IBAP OFTALMOLOGIA;6610706
6621007 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA;6621007
6627595 INSTITUTO DA MULHER DONA LINDU;6627595
6644155 IOSE;6644155
6644996 HOSPITAL REGIONAL DE ITABAIANA;6644996
6655416 AME SANTO ANDRE DR NEWTON DA COSTA BRANDAO;6655416
6657885 HOSPITAL E MATERNIDADE MUNICIPAL SAO MIGUE;6657885
6665322 HOSPITAL ESTADUAL DE SANTA HELENA DE GOIAS;6665322
6669727 AME AMBULATORIO MEDICO DE ESPECIALIDADES D;6669727
6671322 IOSE;6671322
6679528 HOSPITAL GERAL DE QUEIMADAS;6679528
6683134 HOSPITAL REGIONAL TEREZINHA GAIO BASSO;6683134
6697054 CASU IRMA DENISE;6697054
6710158 HOSPITAL REGIONAL PUBLICO DO MARAJO;6710158
6766471 CENTRO VIVA VIDA;6766471
6778550 HOSPITAL ESTADUAL TELECILA FREITAS FONTES;6778550
6779069 HOSPITAL GERAL DE TAILANDIA;6779069
6779522 HOSPITAL REGIONAL DO CARIRI;6779522
6804497 HOSPITAL BOM PASTOR;6804497
6823351 HOSPITAL MUNICIPAL DE CASTELO;6823351
6832857 UNIDADE OFTALMOLOGICA CLELIA MANFRO;6832857
6844138 HOSPITAL SAO JOSE DE DOIS IRMAOS IBSAUDE;6844138
6847579 HOSPITAL JOSE FERREIRA DOS REIS;6847579
6848710 HOSPITAL REGIONAL NORTE;6848710
6853781 METROPOLITANO HOSPITAL ESTADUAL LOUSITE FE;6853781
6854729 HOSPITAL MUNICIPAL RUTH CARDOSO;6854729
6855512 PRONTOCLINICA;6855512
6856209 HOSPITAL DE DEUS;6856209
6871747 HOSPITAL REGIONAL DE MORROS;6871747
6876617 HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENC;6876617
6878687 HOSPITAL ESTADUAL DR ALBANO DA FRANCA ROCH;6878687
6881491 INSTITUTO DE OFTALMOLOGIA DO TOCANTINS;6881491
6892256 HOSPITAL E MATERNIDADE REGIONAL DE IBIRITE;6892256
6901743 HOSPITAL REGIONAL DE ESTANCIA JESSE FONTES;6901743
6908268 HOSPITAL PELOPIDAS SILVEIRA;6908268
6919669 HOSPITAL DA VISAO;6919669
6920977 HOSPITAL REGIONAL DE JANAUBA;6920977
6922902 HOSPITAL MATERNO INFANTIL;6922902
6943284 MATERNIDADE GOTA DE LEITE DE ARARAQUARA;6943284
6945368 HOSPITAL EVANGELICO LITORAL SUL;6945368
6957501 HOSPITAL REGIONAL DE GRAJAU;6957501
6959636 AME AMBULATORIO MEDICO DE ESPECIALIDADES F;6959636
6963188 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA C;6963188
6966594 HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VI;6966594
6984649 BP HOSPITAL FILANTROPICO;6984649
6992560 AME AMBULATORIO MEDICO DE ESPECIALIDADES J;6992560
6995462 SMS HOSPITAL MUNICIPAL PEDRO II AP 53;6995462
6998178 HOSPITAL DIA CAMPO LIMPO;6998178
6998194 HOSPITAL MUNICIPAL SOROCABANA;6998194
6998704 COMPLEXO HOSPITALAR DOS ESTIVADORES;6998704
7010028 CENTRO DE ATENDIMENTO ESPECIALIZADO NA SAU;7010028
7011857 SES RJ COMPLEXO REG DE MESQUITA MATERNID E;7011857
7013620 HOSPITAL REGIONAL DE BARREIRINHAS;7013620
7019076 HOSPITAL DIA BRASILANDIA FO;7019076
7025734 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA C;7025734
7039344 INSTITUTO SAO RAFAEL;7039344
7041624 SMS HOSPITAL MUNICIPAL DA MULHER MARISKA R;7041624
7047428 HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUM;7047428
7052987 INOVA MEDIC;7052987
7061021 HOSPITAL REGIONAL DO SERTAO CENTRAL;7061021
7065515 HOSPITAL SAO FRANCISCO NA PROVIDENCIA DE D;7065515
7066376 HOSPITAL DE AMOR JALES;7066376
7068336 HOSPITAL DE AMOR AMAZONIA;7068336
7070179 HOSPITAL MUNICIPAL DE RONCADOR;7070179
7077378 HOSPITAL REGIONAL DE PERITORO;7077378
7082886 HOSPITAL DR JOSE MARIA MORAIS;7082886
7088302 HOSPITAL REGIONAL ALEXANDRE MAMEDE TROVAO;7088302
7092571 HOSPITAL INDEPENDENCIA;7092571
7105088 HOSPITAL MUNICIPAL NOSSA SENHORA DA GRACA;7105088
7152566 IBVASF;7152566
7166494 SMS HOSPITAL MUNICIPAL EVANDRO FREIRE AP 3;7166494
7181914 INSTITUTO DA VISAO;7181914
7182813 PRONTO ATENDIMENTO DA CLINICA SANTA MARIA;7182813
7185081 SES RJ HOSPITAL ESTADUAL TRANSPLANTE CANCE;7185081
7188676 AME AMBULATORIO MEDICO DE ESPECIALIDADES D;7188676
7201109 FAEPU UNIDADE CAPINOPOLIS;7201109
7202253 HOSPITAL REGIONAL DE TIMBIRAS;7202253
7205686 INSTITUTO SUL PARANAENSE DE RADIOTERAPIA;7205686
7210094 HOSPITAL MUNICIPAL DE CONCHAS;7210094
7215746 HOSPITAL MUNICIPAL CLODOMIR ROCHA;7215746
7218656 HOSPITAL REGIONAL DE SAO FRANCISCO;7218656
7250401 SOCIEDADE BENEFICENTE CRISTO REI;7250401
7257406 HOSPITAL ESTADUAL DR JAYME SANTOS NEVES;7257406
7262582 CLINICA OFTALMO SENIOR;7262582
7274351 AFSC;7274351
7278608 CIS CENTRO INTEGRADO EM SAUDE;7278608
7283458 HOSPITAL SANTA MARIA DE ANANINDEUA;7283458
7286082 HOSPITAL DA CRIANCA AUGUSTA MULLER BOHNER;7286082
7296762 UPAE ANTONIO SIMAO DOS SANTOS FIGUEIRA GAR;7296762
7297394 UPAE DR EMANUEL ALIRIO BRANDAO PETROLINA;7297394
7319770 HOSPITAL MUNICIPAL DE CAETITE;7319770
7321252 HOSPITAL REGIONAL DE MONCAO;7321252
7327021 HOSPITAL OFTALMOLOGICO SOROCABA UNID OTORR;7327021
7336578 HOSPITAL MATERNO INFANTIL MENINO JESUS;7336578
7349270 HOSPITAL MUNICIPAL SAO BENEDITO DE CUIABA;7349270
7354568 HOSPITAL MUNICIPAL MARIA VIEIRA OLIVEIRA;7354568
7354606 HOSPITAL MUNICIPAL RAIMUNDO RODRIGUES SIRQ;7354606
7354746 HOSPITAL MUNICIPAL DA JAPUIBA HMJ;7354746
7360347 ASSOCIACAO CENAS;7360347
7361289 CTR CENTRO DE TRATAMENTO EM RADIO ONCOLOGI;7361289
7366108 HOSPITAL DAS CLINICAS DOUTOR MARIO RIBEIRO;7366108
7373465 HOSPITAL DE CLINICAS MUNICIPAL;7373465
7378394 HOSPITAL DIA M BOI MIRIM II;7378394
7381344 UPAE MINISTRO FERNANDO LYRA CARUARU;7381344
7385978 UNIDADE MOVEL HD PIRITUBA CIES;7385978
7400926 FUNDACAO HOSPITAL REGIONAL DO CANCER;7400926
7424981 FUNDACAO HARRY GUIDO GREIPEL;7424981
7431325 POLICLINICA DE MATOES DO NORTE;7431325
7445571 ONCOCENTER;7445571
7447930 HOSPITAL MUNICIPAL INFANTIL DR CELSO LEAO;7447930
7456530 FUNDACAO HOSPITALAR ENFERMEIRO PEDRO FRANC;7456530
7459831 MATERNIDADE ENFERMEIRA CELINA VILLACREZ RU;7459831
7466951 PAROSCHI CLINICA DE OLHOS E DERMATOLOGIA;7466951
7467370 HOSPITAL E MATERNIDADE SANTA RITA DE CASSI;7467370
7470371 HOSPITAL REGIONAL SUL GOVERNADOR OTTOMAR D;7470371
7471955 HOSPITAL MEDICO CIRURGICO;7471955
7473702 HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR;7473702
7474261 HGPAJO HOSPITAL;7474261
7476523 HOSPITAL MUNICIPAL ANTONIO JOSE DE ARAUJO;7476523
7486413 HOSPITAL PUBLICO ESTADUAL GALILEU;7486413
7486596 HOSPITAL REGIONAL DE BIGUACU HELMUTH NASS;7486596
7496788 HOSPITAL MUNICIPAL PADRE BENTO DOMINICI;7496788
7498810 HOSPITAL MESTRE VITALINO;7498810
7513151 HOSPITAL RESTINGA E EXTREMO SUL;7513151
7529384 SES RJ HOSPITAL ESTADUAL DOS LAGOS NOSSA S;7529384
7530706 HOSPITAL DR NILTON DE BARROS;7530706
7532024 HOSPITAL PADRE TIAGO NA PROVIDENCIA DE DEU;7532024
7557523 HIFA GUARAPARI;7557523
7563701 HOSPITAL REGIONAL PUBLICO DO LESTE DO PARA;7563701
7564546 HOSPITAL E PRONTO SOCORRO DA ZONA NORTE DE;7564546
7573162 HOSPITAL REGIONAL DE JUNDIAI;7573162
7603274 HOSPITAL MUNICIPAL SAO JOSE;7603274
7607547 ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HOR;7607547
7621442 HOSPITAL ESTADUAL DE URGENCIA E EMERGENCIA;7621442
7624123 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA;7624123
7637667 CEMAC;7637667
7655703 HOSPITAL PUBLICO MUNICIPAL DA SERRA HPMS;7655703
7666772 HOSPITAL GERAL DE MAMANGUAPE;7666772
7667299 HOSPITAL MUNICIPAL NOSSA SENHORA DE VITORI;7667299
7704364 HOSPITAL DE URGENCIA E EMERGENCIA REGIONAL;7704364
7711980 HOSP MUN GILSON DE CASSIA MARQUES DE CARVA;7711980
7712103 HOSPITAL NOVE DE ABRIL NA PROVIDENCIA DE D;7712103
7733305 HOSPITAL DA VISAO;7733305
7743068 HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO;7743068
7753470 HOSPITAL REGIONAL DA MATA;7753470
7826060 HOSPITAL REGIONAL DA BAIXADA MARANHENSE DR;7826060
7845138 UOPECCAN FILIAL UMUARAMA;7845138
7847777 HOSPITAL JOAO SCHREIBER;7847777
7866801 HOSPITAL METROPOLITANO DOUTOR CELIO DE CAS;7866801
7871902 HOSPITAL ONCOLOGICO INFANTIL OCTAVIO LOBO;7871902
7891067 HOSPITAL REGIONAL DE CAXIAS DR EVERALDO FE;7891067
7914288 HOSPITAL MUNICIPAL DE VILA RICA;7914288
7947984 COMPLEXO MUNICIPAL DE SAUDE;7947984
7954212 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA;7954212
7958838 US 444 HOSPITAL DA MULHER DO RECIFE DRA ME;7958838
7967012 HOSPITAL JEAN BITAR;7967012
7992890 HOSPITAL MUNICIPAL CAPELA DO SOCORRO;7992890
8003629 HOSPITAL DO CORACAO DE NATAL;8003629
8013926 HOSPITAL MARIA ZELIA;8013926
8015899 HOSPITAL ESTADUAL DIRCEU ARCOVERDE;8015899
9030557 AMBULATORIO MEDICO DE ESPECIALID DE LORENA;9030557
9046658 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA C;9046658
9065768 HOSPITAL MACRORREGIONAL DRA RUTH NOLETO;9065768
9074457 SES RJ HOSP REGIONAL MEDIO PARAIBA DRA ZIL;9074457
9077413 HOSPITAL REGIONAL TOMAS MARTINS;9077413
9131922 UNIDADE DE SAUDE PROMORAR;9131922
9135499 HOSPITAL MUNICIPAL ADAO NAZIR MARTINS SILV;9135499
9141839 HOSPITAL REGIONAL JOSE ALENCAR;9141839
9153535 MATERNIDADE MUNICIPAL;9153535
9156836 CENT DE TRATAMENTO E PREV DE CANCER DE COL;9156836
9161449 HOSPITAL DE CUIDADOS INTENSIVOS HCI;9161449
9162585 HOSPITAL DIA SAO LUCAS;9162585
9175849 OPHTALMUS CLINICA DE OLHOS CC;9175849
9177140 HOSPITAL MUNICIPAL DR EDILSON ABREU;9177140
9209352 HOSPITAL MUNICIPAL DE CUIABA E P S DR LEON;9209352
9228713 CISAMSF;9228713
9232141 AME AMB MEDICO DE ESP FRANCESCO LEONARDO B;9232141
9255400 IRRADIAR DE PALMAS;9255400
9262407 HOSPITAL DOM TOMAS;9262407
9275134 HOSPITAL MUNICIPAL DE ACOPIARA PADRE CRISA;9275134
9336508 HOSPITAL REGIONAL DE BALSAS;9336508
9340165 BARIATRICA BAHIA;9340165
9364439 HOSPITAL DE TRAUMA E ORTOPEDIA HTO;9364439
9368221 CISLAV;9368221
9383298 HOSPITAL REGIONAL DA CHAPADA;9383298
9388133 HOSPITAL REGIONAL COSTA DO CACAU;9388133
9417435 LINASP;9417435
9425802 HOSPITAL REGIONAL DE PIRACICABA;9425802
9443665 HOSPITAL MUNICIPAL DE SALVADOR HMS;9443665
9460144 FUNDACAO ALTINO VENTURA;9460144
9461493 HOSPITAL REGIONAL PUBLICO MATERNO INFANTIL;9461493
9465464 HOSP MUN JOSANIAS CASTANHA BRAGA;9465464
9467718 HOSPITAL METROPOLITANO DOM JOSE MARIA PIRE;9467718
9491112 HOSPITAL REGIONAL DE SOROCABA;9491112
9491252 DR RUBENS SAVASTANO HOSPITAL REGIONAL DE S;9491252
9556095 HOSPITAL REGIONAL DE REGISTRO REGISTRO;9556095
9556109 NAVEGANTES CENTRO MEDICO;9556109
9563873 HOSPITAL SAO JOSE;9563873
9575936 HOSPITAL REGIONAL DE SANTA MARIA;9575936
9580743 AME SAO VICENTE;9580743
9613137 HOSPITAL INOVA;9613137
9613374 HOSPITAL REGIONAL DE CHAPADINHA;9613374
9627812 MATERNIDADE ESTADUAL HUMBERTO COUTINHO;9627812
9633758 HOSPITAL GERAL DE IPIXUNA DO PARA;9633758
9639659 SANTA CASA DE MISERICORDIA DE COSMOPOLIS;9639659
9659366 HOSPITAL SANTA MARCELINA DE SAPEZAL;9659366
9672427 HOSPITAL REGIONAL VALE DO JAGUARIBE;9672427
9677011 HOSPITAL E MATERNIDADE MUNICIPAL N S DO MO;9677011
9680500 SANTA CASA DE GARCA HOSPITAL SAO LUCAS HSL;9680500
9680977 HOSPITAL MUNICIPAL DE APARECIDA DE GOIANIA;9680977
9685871 HOSPITAL REGIONAL PUBLICO DOS CAETES DR JO;9685871
9691049 HOSPITAL DIA TOP MAIS;9691049
9773657 HOSPITAL ESTADUAL DE SERRANA;9773657
9813349 HOSPITAL SERRA DA MESA HSM;9813349
9841903 HOSPITAL ESTADUAL SANTA CASA;9841903
9847227 HOSPITAL MUNICIPAL ALBERTO NOGUEIRA;9847227
9895124 ERNESTO CHE GUEVARA SMSM;9895124
9898565 HOFTALMED;9898565
9917322 HOSPITAL REGIONAL PUBLICO DR ABELARDO SANT;9917322
9923837 HOSPITAL DA MULHER DRA NISE DA SILVEIRA;9923837
